project,commit,old_file,file_size,new_files_num,new_files
reactos,c7a1924215b7d9e13430896543142801bc7924d9,win32ss/printing/base/winspool/precomp.h,21,2,"[{'file_name': 'win32ss/printing/base/winspool/precomp.h', 'file_size': 16, 'moved_size': 16}, {'file_name': 'win32ss/printing/base/winspool/wspool.h', 'file_size': 5, 'moved_size': 5}]"
esp-idf,70314b56d5ed7555132756e693da61f9370d121b,components/driver/sdmmc/include/driver/sdmmc_host.h,21,2,"[{'file_name': 'components/driver/sdmmc/include/driver/sdmmc_default_configs.h', 'file_size': 7, 'moved_size': 7}, {'file_name': 'components/driver/sdmmc/include/driver/sdmmc_host.h', 'file_size': 14, 'moved_size': 14}]"
esp-idf,4dc0d6b2fe70b6f45a125b2ef3d4a8551f000b1c,components/hal/include/hal/adc_types.h,21,2,"[{'file_name': 'components/driver/deprecated/driver/adc_types_deprecated.h', 'file_size': 3, 'moved_size': 3}, {'file_name': 'components/hal/include/hal/adc_types.h', 'file_size': 19, 'moved_size': 18}]"
esp-idf,0ed590640eb50c484172d103618bb5533ae4c779,components/bootloader_support/include/esp_image_format.h,21,2,"[{'file_name': 'components/bootloader_support/include/esp_app_format.h', 'file_size': 9, 'moved_size': 9}, {'file_name': 'components/bootloader_support/include/esp_image_format.h', 'file_size': 12, 'moved_size': 12}]"
mpv,4e73602ae5374f271dd638a4eda4f9c95d196488,options/path.h,22,2,"[{'file_name': 'misc/path_utils.h', 'file_size': 14, 'moved_size': 14}, {'file_name': 'options/path.h', 'file_size': 8, 'moved_size': 8}]"
esp-idf,53c009e62631bae569fa849c6b6c9e70a10b3afe,components/lwip/port/esp32/include/esp_cpp_sockets.h,23,2,"[{'file_name': 'components/lwip/include/lwip/netdb.h', 'file_size': 4, 'moved_size': 4}, {'file_name': 'components/lwip/include/lwip/sockets.h', 'file_size': 19, 'moved_size': 19}]"
FFmpeg,3cbe1126530449336e2ce59b194bdb8c4eb4abb4,libavcodec/dvdata.h,24,2,"[{'file_name': 'libavcodec/dv.h', 'file_size': 16, 'moved_size': 15}, {'file_name': 'libavcodec/dvdata.h', 'file_size': 9, 'moved_size': 9}]"
FFmpeg,04331dea2a4164f051ba4454ae5f62a1aa1037eb,libavutil/avutil.h,24,2,"[{'file_name': 'libavutil/avutil.h', 'file_size': 14, 'moved_size': 14}, {'file_name': 'libavutil/pixfmt.h', 'file_size': 11, 'moved_size': 10}]"
qmk_firmware,58139f87e456686eb8765a789ddc8aae9c7c99ce,keyboards/tada68/config.h,25,2,"[{'file_name': 'keyboards/tada68/config.h', 'file_size': 19, 'moved_size': 19}, {'file_name': 'keyboards/tada68/keymaps/rgb/config.h', 'file_size': 5, 'moved_size': 5}]"
FFmpeg,8606e881b02bec2ac24943d22c8afe11d641fac8,libavcodec/mpeg12.h,26,2,"[{'file_name': 'libavcodec/mpeg12.h', 'file_size': 11, 'moved_size': 11}, {'file_name': 'libavcodec/mpeg12vlc.h', 'file_size': 16, 'moved_size': 15}]"
esp-idf,0ec08ca21b7d3937b593b712ee6396dc07fd89df,components/driver/include/driver/sdio_slave.h,26,2,"[{'file_name': 'components/driver/include/driver/sdio_slave.h', 'file_size': 23, 'moved_size': 23}, {'file_name': 'components/soc/include/hal/sdio_slave_types.h', 'file_size': 3, 'moved_size': 3}]"
FFmpeg,9f2b566301576242ce621b9b73a9bdccee7bb5ff,libavcodec/msmpeg4.h,27,2,"[{'file_name': 'libavcodec/msmpeg4.h', 'file_size': 18, 'moved_size': 18}, {'file_name': 'libavcodec/msmpeg4enc.h', 'file_size': 10, 'moved_size': 9}]"
qmk_firmware,5e5047f071e7fad23104df76c47f059ce47bad84,keyboards/westm/westm68/config.h,27,2,"[{'file_name': 'keyboards/westm/westm68/config.h', 'file_size': 14, 'moved_size': 13}, {'file_name': 'keyboards/westm/westm68/rev1/config.h', 'file_size': 14, 'moved_size': 14}]"
vlc,4bc2db9451ba59a9d63edd09b13000903254b2d7,include/vlc_bits.h,28,2,"[{'file_name': 'include/vlc_bits.h', 'file_size': 14, 'moved_size': 14}, {'file_name': 'include/vlc_boxes.h', 'file_size': 15, 'moved_size': 14}]"
openwrt,449f88df0f02fea3a7206d44daf62a553f9e819e,target/linux/generic/files/fs/yaffs2/devextras.h,29,2,"[{'file_name': 'target/linux/generic/files/fs/yaffs2/devextras.h', 'file_size': 18, 'moved_size': 18}, {'file_name': 'target/linux/generic/files/fs/yaffs2/yaffs_list.h', 'file_size': 12, 'moved_size': 11}]"
qmk_firmware,c2b0bd2a0aabd6da83daffa02c7dd11299f24dd9,keyboards/melgeek/mojo75/rev1/config.h,29,2,"[{'file_name': 'keyboards/melgeek/mojo75/config.h', 'file_size': 22, 'moved_size': 22}, {'file_name': 'keyboards/melgeek/mojo75/rev1/config.h', 'file_size': 7, 'moved_size': 7}]"
FFmpeg,d1d30edf42da29fe4ab33c529112381cfea0a254,libavcodec/msmpeg4data.h,30,2,"[{'file_name': 'libavcodec/msmpeg4_vc1_data.h', 'file_size': 14, 'moved_size': 13}, {'file_name': 'libavcodec/msmpeg4data.h', 'file_size': 17, 'moved_size': 17}]"
FFmpeg,302879cb36fe59e7341690d91e0e656b02ba07a1,libavformat/rtp.h,30,2,"[{'file_name': 'libavformat/rtp.h', 'file_size': 8, 'moved_size': 8}, {'file_name': 'libavformat/rtpdec.h', 'file_size': 22, 'moved_size': 21}]"
zstd,2acb5d3d48c454a0d35c9b9064864bd5c04f7793,lib/zstd_static.h,30,2,"[{'file_name': 'lib/zstd_Ccommon.h', 'file_size': 21, 'moved_size': 20}, {'file_name': 'lib/zstd_static.h', 'file_size': 10, 'moved_size': 10}]"
vlc,66c62b438630d3836cfe5c15226ae0a9db89a342,include/input_ext-plugins.h,30,2,"[{'file_name': 'include/input_ext-plugins.h', 'file_size': 16, 'moved_size': 16}, {'file_name': 'modules/demux/mpeg/system.h', 'file_size': 15, 'moved_size': 14}]"
esp-idf,4a08264e7a23aea11e6f6642cab487e719eebd27,components/esp_system/include/esp_system.h,30,4,"[{'file_name': 'components/esp_hw_support/include/esp_chip_info.h', 'file_size': 8, 'moved_size': 8}, {'file_name': 'components/esp_hw_support/include/esp_mac.h', 'file_size': 10, 'moved_size': 10}, {'file_name': 'components/esp_hw_support/include/esp_random.h', 'file_size': 2, 'moved_size': 2}, {'file_name': 'components/esp_system/include/esp_system.h', 'file_size': 10, 'moved_size': 10}]"
sumatrapdf,2d7003bb86a21dccbcac64ac42e536e5eea145f2,src/utils/StrUtil.h,31,2,"[{'file_name': 'src/utils/StrUtil.h', 'file_size': 18, 'moved_size': 18}, {'file_name': 'src/utils/StrVec.h', 'file_size': 13, 'moved_size': 12}]"
lvgl,2de1f4363c6b6d48856d54daddc9ca3adb3c83ac,lv_misc/font.h,33,2,"[{'file_name': 'lv_misc/font.h', 'file_size': 7, 'moved_size': 7}, {'file_name': 'lv_misc/fonts/symbol_def.h', 'file_size': 27, 'moved_size': 26}]"
sumatrapdf,2ce4000cec370852cfd977be6169e968c0da8eb3,src/DocController.h,33,2,"[{'file_name': 'src/DocController.h', 'file_size': 28, 'moved_size': 28}, {'file_name': 'src/DocProperties.h', 'file_size': 5, 'moved_size': 5}]"
esp-idf,afbe1ba8789bda2937a65fa58217c843d80c255b,components/driver/include/driver/spi_common.h,33,2,"[{'file_name': 'components/driver/include/driver/spi_common.h', 'file_size': 16, 'moved_size': 16}, {'file_name': 'components/driver/include/driver/spi_common_internal.h', 'file_size': 17, 'moved_size': 17}]"
FFmpeg,86ab7b0f2fc1e32924603731be9fdee0854f9e7e,libavutil/avutil.h,34,2,"[{'file_name': 'libavutil/avutil.h', 'file_size': 23, 'moved_size': 23}, {'file_name': 'libavutil/version.h', 'file_size': 12, 'moved_size': 11}]"
FFmpeg,37460727124df4110bc6ed392f996f0ca352f6d6,libavcodec/dvdata.h,34,2,"[{'file_name': 'libavcodec/dvdata.h', 'file_size': 20, 'moved_size': 20}, {'file_name': 'libavcodec/dvquant.h', 'file_size': 15, 'moved_size': 14}]"
php-src,5359392717bf8dfe7b0289424853fd017b6d3d30,ext/standard/php_math.h,34,2,"[{'file_name': 'ext/standard/php_math.h', 'file_size': 26, 'moved_size': 26}, {'file_name': 'ext/standard/php_math_round_mode.h', 'file_size': 8, 'moved_size': 8}]"
FFmpeg,965cfc6684e00bd7d21295554f325ff62ce6669a,libavcodec/mpegvideo.h,35,2,"[{'file_name': 'libavcodec/mpegvideo.h', 'file_size': 24, 'moved_size': 24}, {'file_name': 'libavcodec/mpegvideodec.h', 'file_size': 12, 'moved_size': 11}]"
radare2,a4d4002ce08f0a9c47d19fb5949f01265f362f4c,shlr/gdb/include/libgdbr.h,35,2,"[{'file_name': 'shlr/gdb/include/gdbclient/commands.h', 'file_size': 18, 'moved_size': 17}, {'file_name': 'shlr/gdb/include/libgdbr.h', 'file_size': 18, 'moved_size': 18}]"
reactos,eb02a852144c89f82b236b29160408edb6002230,ntoskrnl/include/internal/kd.h,35,2,"[{'file_name': 'ntoskrnl/include/internal/kd.h', 'file_size': 9, 'moved_size': 9}, {'file_name': 'ntoskrnl/kd/kd.h', 'file_size': 27, 'moved_size': 26}]"
esp-idf,f49b192a5e14f7021670e43a8273d7e6ffafa2bc,components/driver/include/driver/adc.h,35,2,"[{'file_name': 'components/driver/include/driver/adc.h', 'file_size': 31, 'moved_size': 31}, {'file_name': 'components/soc/include/hal/adc_types.h', 'file_size': 4, 'moved_size': 4}]"
FFmpeg,500bbd584db8c9f1944aa9c6a31eb94ac5822cd9,libavcodec/mpeg4video.h,36,2,"[{'file_name': 'libavcodec/mpeg4video.h', 'file_size': 7, 'moved_size': 7}, {'file_name': 'libavcodec/mpeg4videodefs.h', 'file_size': 30, 'moved_size': 29}]"
qmk_firmware,3a303bd2aec57fd2d4d0f6d3e5583d746367d6e1,quantum/backlight/backlight.h,37,2,"[{'file_name': 'quantum/backlight/backlight.h', 'file_size': 33, 'moved_size': 33}, {'file_name': 'quantum/backlight/backlight_driver_common.h', 'file_size': 4, 'moved_size': 4}]"
reactos,726c46d2dad91f7b2a0120597d3b2bb3f264a533,win32ss/user/winsrv/concfg/font.h,37,2,"[{'file_name': 'sdk/include/reactos/cjkcode.h', 'file_size': 17, 'moved_size': 17}, {'file_name': 'win32ss/user/winsrv/concfg/font.h', 'file_size': 20, 'moved_size': 20}]"
esp-idf,c233ce0449b75ba9d56d2eb963b018a430694d64,components/spi_flash/include/esp_spi_flash.h,37,2,"[{'file_name': 'components/spi_flash/include/esp_spi_flash.h', 'file_size': 32, 'moved_size': 32}, {'file_name': 'components/spi_flash/include/esp_spi_flash_counters.h', 'file_size': 5, 'moved_size': 5}]"
FFmpeg,2791730dbf99f3bbade1eb9eabb49424ce75c0c5,libavutil/common.h,38,2,"[{'file_name': 'libavutil/attributes.h', 'file_size': 11, 'moved_size': 10}, {'file_name': 'libavutil/common.h', 'file_size': 28, 'moved_size': 28}]"
postgres,58c3151bbc045e8f575027f53c79e328381e7e61,src/pl/plperl/plperl.h,38,2,"[{'file_name': 'src/pl/plperl/plperl.h', 'file_size': 19, 'moved_size': 19}, {'file_name': 'src/pl/plperl/plperl_system.h', 'file_size': 20, 'moved_size': 19}]"
FFmpeg,1a8d0cf77ed2611e542ae98f341d4c43a04467bd,libavcodec/x86/dsputil_x86.h,40,2,"[{'file_name': 'libavcodec/x86/dsputil_x86.h', 'file_size': 31, 'moved_size': 31}, {'file_name': 'libavcodec/x86/inline_asm.h', 'file_size': 10, 'moved_size': 9}]"
goaccess,199766241dd78bed532a277b2d2cfcd875d352aa,commons.h,40,2,"[{'file_name': 'commons.h', 'file_size': 30, 'moved_size': 30}, {'file_name': 'geolocation.h', 'file_size': 11, 'moved_size': 10}]"
FFmpeg,7f6596c8bb63d5ab8dec240568461b51d3b79c76,libavcodec/h263.h,41,2,"[{'file_name': 'libavcodec/h263.h', 'file_size': 19, 'moved_size': 19}, {'file_name': 'libavcodec/h263dec.h', 'file_size': 23, 'moved_size': 21}]"
FFmpeg,2b541b8c1d8b214d39c5f86fe8dc3a2aebe08f6d,libavcodec/golomb.h,41,2,"[{'file_name': 'libavcodec/golomb.h', 'file_size': 32, 'moved_size': 32}, {'file_name': 'libavcodec/put_golomb.h', 'file_size': 10, 'moved_size': 9}]"
esp-idf,04b3f8b21053bdcdbed5546c04f23a229acfe330,components/driver/include/driver/pcnt.h,41,2,"[{'file_name': 'components/driver/deprecated/driver/pcnt.h', 'file_size': 24, 'moved_size': 24}, {'file_name': 'components/driver/deprecated/driver/pcnt_types_legacy.h', 'file_size': 17, 'moved_size': 17}]"
esp-idf,857dec108dbfa127945ee9df6fa582c7016bd323,components/driver/include/driver/ledc.h,42,2,"[{'file_name': 'components/driver/include/driver/ledc.h', 'file_size': 30, 'moved_size': 30}, {'file_name': 'components/soc/include/hal/ledc_types.h', 'file_size': 12, 'moved_size': 11}]"
TDengine,f7cf8229c8f7b2582cf2288783415b206c3a6c8b,source/dnode/mgmt/interface/inc/dndInt.h,43,2,"[{'file_name': 'source/dnode/mgmt/implement/inc/dndNode.h', 'file_size': 25, 'moved_size': 24}, {'file_name': 'source/dnode/mgmt/interface/inc/dndInt.h', 'file_size': 19, 'moved_size': 18}]"
goaccess,2bae9bd5553afdc9e92295bc638f3294375c5fc4,src/gdashboard.h,43,2,"[{'file_name': 'src/gdashboard.h', 'file_size': 34, 'moved_size': 34}, {'file_name': 'src/gholder.h', 'file_size': 10, 'moved_size': 9}]"
vlc,9d6920b9ea2758c13b94a02edb97dd3d3ec53e04,include/threads.h,43,2,"[{'file_name': 'include/threads.h', 'file_size': 21, 'moved_size': 21}, {'file_name': 'include/threads_funcs.h', 'file_size': 22, 'moved_size': 22}]"
FFmpeg,a688f3c13ce55c2ba51dbbb344564649f1bb52fe,libavcodec/internal.h,44,2,"[{'file_name': 'libavcodec/codec_internal.h', 'file_size': 12, 'moved_size': 11}, {'file_name': 'libavcodec/internal.h', 'file_size': 33, 'moved_size': 33}]"
esp-idf,ba13275c6b40f26d65a4bd2b164b751ea6780c23,components/tcpip_adapter/include/tcpip_adapter.h,44,2,"[{'file_name': 'components/tcpip_adapter/include/tcpip_adapter.h', 'file_size': 24, 'moved_size': 24}, {'file_name': 'components/tcpip_adapter/include/tcpip_adapter_types.h', 'file_size': 21, 'moved_size': 20}]"
netdata,ca4c305969e4fdfd2ceea3b8b93c32ad74ebf66d,libnetdata/config/appconfig.h,45,2,"[{'file_name': 'daemon/common.h', 'file_size': 15, 'moved_size': 14}, {'file_name': 'libnetdata/config/appconfig.h', 'file_size': 31, 'moved_size': 30}]"
qmk_firmware,051401175d98e777a6633445a0275b54ed36e97a,users/drashna/config.h,45,2,"[{'file_name': 'users/drashna/audio_config.h', 'file_size': 10, 'moved_size': 10}, {'file_name': 'users/drashna/config.h', 'file_size': 35, 'moved_size': 35}]"
vlc,87762e62fb25565624e928b7c9c05c34164a2d00,modules/mmx/i420_rgb_mmx.h,45,2,"[{'file_name': 'modules/mmx/i420_rgb_mmx.h', 'file_size': 25, 'moved_size': 25}, {'file_name': 'modules/sse2/i420_rgb_sse2.h', 'file_size': 20, 'moved_size': 20}]"
vlc,5194db31107e360786e58a147e0fa9f4cfc89b74,modules/video_output/opengl/converter.h,46,2,"[{'file_name': 'modules/video_output/opengl/converter.h', 'file_size': 6, 'moved_size': 6}, {'file_name': 'modules/video_output/opengl/gl_common.h', 'file_size': 41, 'moved_size': 40}]"
esp-idf,5deb83b12dce9d3c1002765d5e7f71dcace7f500,components/driver/include/driver/timer.h,46,2,"[{'file_name': 'components/driver/deprecated/driver/timer.h', 'file_size': 33, 'moved_size': 33}, {'file_name': 'components/driver/deprecated/driver/timer_types_legacy.h', 'file_size': 13, 'moved_size': 13}]"
FFmpeg,335ee1aaddd4de450d95352205f68373ec51bae5,libavutil/internal.h,49,2,"[{'file_name': 'libavutil/internal.h', 'file_size': 38, 'moved_size': 38}, {'file_name': 'libavutil/libm.h', 'file_size': 12, 'moved_size': 11}]"
reactos,016d01e5d1f7d7817fe6f270a8246e695cd4f13d,drivers/bus/isapnp/isapnp.h,50,2,"[{'file_name': 'drivers/bus/isapnp/isapnp.h', 'file_size': 35, 'moved_size': 35}, {'file_name': 'drivers/bus/isapnp/isapnpres.h', 'file_size': 15, 'moved_size': 15}]"
FFmpeg,71469f3b636fbe06b6aca5933f9fdebddd8d5f57,libavcodec/x86/dsputil_mmx.h,52,2,"[{'file_name': 'libavcodec/x86/constants.h', 'file_size': 21, 'moved_size': 20}, {'file_name': 'libavcodec/x86/dsputil_mmx.h', 'file_size': 32, 'moved_size': 32}]"
FFmpeg,104abea6469dd290c77b9d3916d3dadac52d4f04,libavcodec/ac3.h,53,2,"[{'file_name': 'libavcodec/ac3.h', 'file_size': 30, 'moved_size': 30}, {'file_name': 'libavcodec/ac3defs.h', 'file_size': 23, 'moved_size': 22}]"
FFmpeg,1187765f3b7372c6f8c2264297fded779574ad01,libavcodec/mpeg4video.h,53,2,"[{'file_name': 'libavcodec/mpeg4video.h', 'file_size': 44, 'moved_size': 44}, {'file_name': 'libavcodec/mpeg4videodec.h', 'file_size': 10, 'moved_size': 9}]"
